subscription_id,customer_id,start_date,monthly_fee,status,cancellation_date
2518,2518,2025-01-19,25.73,active,
2519,2519,2024-04-14,33.14,cancelled,2024-12-16
2520,2520,2025-12-29,45.9,active,
2521,2521,2024-11-19,48.97,active,
2522,2522,2024-02-02,38.13,active,
2523,2523,2024-06-02,47.31,cancelled,2024-10-14
2524,2524,2024-10-20,33.31,active,
2525,2525,2024-02-15,45.71,active,
2526,2526,2024-08-24,41.37,active,
2527,2527,2024-12-08,44.88,active,
2528,2528,2025-11-24,47.23,active,
2529,2529,2024-03-04,33.01,active,
2530,2530,2025-02-25,28.0,active,
2531,2531,2025-10-31,44.66,active,
2532,2532,2025-08-12,28.17,active,
2533,2533,2025-11-07,42.78,active,
2534,2534,2024-05-04,40.1,active,
2535,2535,2025-08-08,28.76,active,
2536,2536,2025-12-16,42.62,active,
2537,2537,2024-08-26,38.31,active,
2538,2538,2024-12-30,44.35,active,
2539,2539,2025-01-23,29.06,active,
2540,2540,2024-12-26,23.64,active,
2541,2541,2024-07-30,31.39,active,
2542,2542,2025-12-10,33.56,active,
2543,2543,2025-11-30,39.03,active,
2544,2544,2024-10-05,37.43,active,
2545,2545,2025-08-11,28.56,active,
2546,2546,2024-10-17,51.67,cancelled,2024-12-14
2547,2547,2025-08-04,27.91,cancelled,2025-09-29
2548,2548,2025-03-03,34.33,active,
2549,2549,2024-12-09,45.86,active,
2550,2550,2024-04-03,43.3,active,
2551,2551,2025-04-23,33.87,active,
2552,2552,2024-08-22,50.34,active,
2553,2553,2024-06-07,36.38,active,
2554,2554,2024-05-21,27.34,active,
2555,2555,2025-12-18,26.35,active,
2556,2556,2024-03-16,48.02,active,
2557,2557,2025-08-06,35.71,cancelled,2025-09-25
2558,2558,2025-09-25,43.82,active,
2559,2559,2024-01-23,28.26,active,
2560,2560,2025-03-06,26.62,cancelled,2025-05-12
2561,2561,2025-02-26,47.19,active,
2562,2562,2024-09-19,50.92,active,
2563,2563,2025-05-02,28.37,active,
2564,2564,2024-10-25,30.74,active,
2565,2565,2024-11-17,42.74,active,
2566,2566,2024-11-11,37.64,active,
2567,2567,2025-08-08,35.81,active,
2568,2568,2025-04-07,32.2,active,
2569,2569,2024-10-04,50.98,active,
2570,2570,2025-11-08,31.33,active,
2571,2571,2025-08-09,32.55,active,
2572,2572,2025-11-12,29.95,active,
2573,2573,2025-06-17,30.73,cancelled,2025-08-01
2574,2574,2024-10-13,37.89,active,
2575,2575,2025-07-19,37.21,active,
2576,2576,2024-08-28,41.25,cancelled,2025-01-23
2577,2577,2024-07-17,34.75,active,
2578,2578,2024-11-25,30.27,active,
2579,2579,2025-12-09,48.83,active,
2580,2580,2025-02-19,39.54,cancelled,2025-05-22
2581,2581,2024-10-07,35.26,active,
2582,2582,2024-12-03,29.52,active,
2583,2583,2024-07-31,42.78,cancelled,2024-11-14
2584,2584,2025-04-26,42.94,active,
2585,2585,2024-09-13,41.11,active,
2586,2586,2025-02-09,44.99,active,
2587,2587,2024-09-27,29.35,active,
2588,2588,2024-08-22,49.45,active,
2589,2589,2025-12-10,32.97,active,
2590,2590,2024-09-09,32.28,active,
2591,2591,2024-02-21,39.2,active,
2592,2592,2024-10-03,28.16,active,
2593,2593,2025-01-23,37.98,active,
2594,2594,2024-03-10,27.48,active,
2595,2595,2024-08-11,43.78,active,
2596,2596,2024-05-01,43.78,active,
2597,2597,2024-12-31,46.4,active,
2598,2598,2025-06-12,35.33,active,
2599,2599,2025-12-08,35.02,active,
2600,2600,2024-10-11,47.48,active,
2601,2601,2025-09-23,38.36,active,
2602,2602,2024-06-05,36.65,cancelled,2024-09-23
2603,2603,2025-07-24,27.64,active,
2604,2604,2025-02-15,31.85,active,
2605,2605,2025-07-08,34.31,active,
2606,2606,2025-07-06,45.32,active,
2607,2607,2025-01-24,48.15,active,
2608,2608,2024-07-07,51.5,active,
2609,2609,2025-01-19,37.27,active,
2610,2610,2025-08-27,37.46,active,
2611,2611,2025-12-10,43.31,active,
2612,2612,2025-11-09,34.11,active,
2613,2613,2024-05-12,38.92,active,
2614,2614,2025-03-12,38.77,active,
2615,2615,2024-03-17,33.98,cancelled,2024-10-21
2616,2616,2025-05-04,32.63,active,
2617,2617,2025-12-26,35.03,active,
2618,2618,2024-02-08,37.47,active,
2619,2619,2025-04-24,32.77,active,
2620,2620,2025-11-22,32.96,active,
2621,2621,2025-09-11,30.75,cancelled,2025-11-16
2622,2622,2024-10-13,47.28,active,
2623,2623,2024-03-16,50.47,active,
2624,2624,2025-11-06,48.58,active,
2625,2625,2025-11-04,48.57,active,
2626,2626,2025-02-27,30.73,active,
2627,2627,2025-12-16,28.92,active,
2628,2628,2024-01-04,39.54,cancelled,2024-04-06
2629,2629,2025-03-26,40.7,active,
2630,2630,2024-01-29,46.84,cancelled,2024-05-11
2631,2631,2025-11-14,30.17,cancelled,2025-12-15
2632,2632,2025-05-12,53.7,active,
2633,2633,2025-10-29,34.31,active,
2634,2634,2025-02-15,36.7,cancelled,2025-05-09
2635,2635,2024-03-01,46.05,active,
2636,2636,2024-01-20,40.71,active,
2637,2637,2024-09-02,45.94,active,
2638,2638,2025-06-27,42.75,active,
2639,2639,2024-04-20,48.82,active,
2640,2640,2025-09-14,47.25,active,
2641,2641,2024-06-24,37.27,cancelled,2024-09-16
2642,2642,2024-12-28,33.51,active,
2643,2643,2024-05-28,45.39,active,
2644,2644,2024-12-06,42.06,active,
2645,2645,2024-11-26,43.45,cancelled,2025-03-13
2646,2646,2024-01-05,35.39,cancelled,2024-06-22
2647,2647,2025-02-19,33.99,cancelled,2025-03-28
2648,2648,2025-07-29,37.44,active,
2649,2649,2025-11-15,48.52,active,
2650,2650,2024-08-29,29.47,active,
2651,2651,2025-10-05,33.83,cancelled,2025-11-11
2652,2652,2025-10-04,26.62,active,
2653,2653,2025-12-23,41.25,active,
2654,2654,2024-09-29,33.78,cancelled,2024-12-22
2655,2655,2025-09-14,45.03,cancelled,2025-10-17
2656,2656,2025-02-17,31.07,active,
2657,2657,2024-02-12,29.64,active,
2658,2658,2024-07-16,28.49,active,
2659,2659,2025-05-06,27.86,active,
2660,2660,2024-04-27,48.42,cancelled,2024-06-11
2661,2661,2024-11-13,48.4,cancelled,2025-02-27
2662,2662,2025-07-20,42.52,cancelled,2025-11-10
2663,2663,2024-04-19,49.32,active,
2664,2664,2024-12-29,29.06,active,
2665,2665,2024-06-06,49.14,active,
2666,2666,2025-01-27,35.87,active,
2667,2667,2024-06-24,42.74,active,
2668,2668,2025-12-06,38.08,active,
2669,2669,2024-02-26,33.62,cancelled,2024-06-04
2670,2670,2025-12-05,32.72,active,
2671,2671,2025-08-01,30.82,active,
2672,2672,2025-09-17,36.47,active,
2673,2673,2025-09-14,38.76,active,
2674,2674,2024-05-17,49.07,cancelled,2024-09-22
2675,2675,2025-11-11,25.72,cancelled,2025-12-13
2676,2676,2025-03-10,40.2,active,
2677,2677,2025-12-04,40.46,active,
2678,2678,2025-10-03,25.51,active,
2679,2679,2025-02-27,34.4,active,
2680,2680,2024-09-30,36.06,cancelled,2024-11-20
2681,2681,2024-03-26,36.07,active,
2682,2682,2024-03-14,31.6,cancelled,2024-04-15
2683,2683,2024-10-11,28.45,active,
2684,2684,2025-08-15,34.08,cancelled,2025-09-24
2685,2685,2025-01-04,49.43,active,
2686,2686,2024-12-18,47.88,active,
2687,2687,2024-06-27,28.87,cancelled,2024-10-10
2688,2688,2025-02-16,44.02,active,
2689,2689,2025-04-11,51.45,cancelled,2025-06-04
2690,2690,2025-12-18,30.12,active,
2691,2691,2025-06-17,28.01,active,
2692,2692,2025-03-19,29.28,active,
2693,2693,2025-10-27,31.31,active,
2694,2694,2024-11-06,45.6,active,
2695,2695,2025-11-14,46.08,active,
2696,2696,2024-09-27,36.25,cancelled,2024-12-02
2697,2697,2024-04-03,35.29,active,
2698,2698,2024-11-01,44.72,cancelled,2025-01-24
2699,2699,2024-04-04,28.46,active,
2700,2700,2024-03-27,32.35,active,
2701,2701,2025-10-06,25.37,active,
2702,2702,2025-08-03,48.28,cancelled,2025-10-29
2703,2703,2024-06-10,43.27,active,
2704,2704,2025-09-04,44.43,active,
2705,2705,2024-02-20,44.53,active,
2706,2706,2024-07-26,27.05,active,
2707,2707,2025-05-31,35.78,active,
2708,2708,2024-08-10,49.79,active,
2709,2709,2025-06-17,47.19,active,
2710,2710,2025-10-01,41.29,active,
2711,2711,2024-02-18,30.48,active,
2712,2712,2024-01-18,50.91,cancelled,2024-05-13
2713,2713,2025-11-18,33.87,active,
2714,2714,2025-01-15,31.52,active,
2715,2715,2025-01-05,27.5,active,
2716,2716,2024-12-04,27.05,active,
2717,2717,2024-11-12,38.89,active,
2718,2718,2025-05-19,43.02,active,
2719,2719,2025-02-27,32.85,active,
2720,2720,2024-04-29,28.34,cancelled,2024-06-28
2721,2721,2025-04-03,39.17,active,
2722,2722,2025-05-03,35.14,active,
2723,2723,2024-03-24,32.81,active,
2724,2724,2024-10-02,29.99,cancelled,2025-05-08
2725,2725,2025-07-31,45.07,active,
2726,2726,2025-03-28,52.1,active,
2727,2727,2024-04-09,36.28,cancelled,2024-07-05
2728,2728,2024-01-30,45.39,active,
2729,2729,2025-02-28,48.01,active,
2730,2730,2024-12-03,27.49,active,
2731,2731,2025-12-03,48.08,active,
2732,2732,2025-01-16,38.42,active,
2733,2733,2025-11-11,42.65,active,
2734,2734,2024-06-05,39.43,active,
2735,2735,2024-11-23,32.17,active,
2736,2736,2024-04-12,47.29,active,
2737,2737,2025-02-23,43.91,active,
2738,2738,2024-05-17,27.69,active,
2739,2739,2024-12-25,40.3,active,
2740,2740,2024-09-08,48.15,active,
2741,2741,2024-05-15,48.3,active,
2742,2742,2024-03-11,42.85,active,
2743,2743,2025-01-09,29.21,cancelled,2025-04-01
2744,2744,2025-11-23,35.85,active,
2745,2745,2024-05-25,32.19,active,
2746,2746,2024-10-23,46.32,active,
2747,2747,2024-06-13,46.46,active,
2748,2748,2025-08-14,47.85,active,
2749,2749,2024-10-30,28.36,active,
2750,2750,2025-12-13,49.55,active,
2751,2751,2024-06-28,50.36,active,
2752,2752,2024-02-29,41.44,active,
2753,2753,2025-03-01,45.57,cancelled,2025-06-06
2754,2754,2025-04-21,36.81,active,
2755,2755,2025-12-25,30.99,active,
2756,2756,2025-09-29,31.43,cancelled,2025-11-08
2757,2757,2025-10-08,24.02,active,
2758,2758,2025-04-08,27.14,active,
2759,2759,2024-09-20,45.87,active,
2760,2760,2024-11-09,33.14,active,
2761,2761,2024-04-07,26.66,active,
2762,2762,2024-11-11,28.0,cancelled,2025-01-02
2763,2763,2024-09-23,43.38,cancelled,2025-02-10
2764,2764,2024-01-27,49.59,active,
2765,2765,2024-05-29,37.59,active,
2766,2766,2025-01-25,45.03,active,
2767,2767,2024-09-26,50.21,active,
2768,2768,2025-12-27,45.85,active,
2769,2769,2024-12-15,45.44,active,
2770,2770,2025-12-01,41.61,active,
2771,2771,2025-04-27,49.87,active,
2772,2772,2024-01-30,30.42,cancelled,2024-09-01
2773,2773,2024-05-28,46.68,cancelled,2024-07-20
2774,2774,2025-05-30,36.28,active,
2775,2775,2025-02-02,32.37,cancelled,2025-05-15
2776,2776,2024-08-08,44.89,active,
2777,2777,2025-01-16,46.11,active,
2778,2778,2025-10-22,46.71,active,
2779,2779,2024-10-11,48.45,active,
2780,2780,2024-02-02,41.35,active,
2781,2781,2024-08-15,38.98,active,
2782,2782,2025-11-15,48.52,cancelled,2025-12-24
2783,2783,2025-07-10,30.84,active,
2784,2784,2025-09-04,27.38,active,
2785,2785,2025-10-28,39.98,active,
2786,2786,2024-03-26,40.62,active,
2787,2787,2024-07-25,42.19,cancelled,2025-06-07
2788,2788,2024-02-13,46.29,active,
2789,2789,2024-01-04,25.14,active,
2790,2790,2025-09-02,48.09,active,
2791,2791,2025-11-15,42.64,active,
2792,2792,2024-04-23,53.28,cancelled,2024-10-02
2793,2793,2025-06-11,33.27,active,
2794,2794,2025-01-26,41.33,cancelled,2025-03-26
2795,2795,2024-02-20,45.71,cancelled,2024-04-07
2796,2796,2025-10-31,39.74,cancelled,2025-12-15
2797,2797,2025-09-28,29.37,active,
2798,2798,2025-02-18,26.85,cancelled,2025-08-26
2799,2799,2025-06-01,26.4,active,
2800,2800,2024-10-17,38.57,active,
2801,2801,2025-08-02,43.25,active,
2802,2802,2024-11-21,39.94,active,
2803,2803,2025-12-24,42.23,active,
2804,2804,2024-02-16,24.36,cancelled,2024-04-10
2805,2805,2024-05-05,26.54,cancelled,2024-07-26
2806,2806,2025-12-09,44.05,active,
2807,2807,2024-07-30,45.03,active,
2808,2808,2024-08-15,43.48,cancelled,2025-01-05
2809,2809,2025-08-01,40.33,active,
2810,2810,2024-05-18,51.23,active,
2811,2811,2025-01-10,50.9,active,
2812,2812,2024-07-28,41.99,active,
2813,2813,2024-05-24,31.7,active,
2814,2814,2025-12-05,26.23,active,
2815,2815,2024-05-26,39.48,cancelled,2024-12-09
2816,2816,2024-03-09,36.22,active,
2817,2817,2025-05-07,29.71,active,
2818,2818,2025-09-25,32.66,active,
2819,2819,2024-04-03,50.63,cancelled,2024-10-17
2820,2820,2025-06-01,27.19,cancelled,2025-08-14
2821,2821,2025-01-30,46.07,active,
2822,2822,2025-08-29,48.69,active,
2823,2823,2024-04-02,43.18,cancelled,2024-08-10
2824,2824,2025-12-14,25.85,active,
2825,2825,2025-03-28,47.27,active,
2826,2826,2025-09-07,46.46,active,
2827,2827,2024-09-21,31.89,active,
2828,2828,2025-11-20,45.91,active,
2829,2829,2025-04-02,30.38,active,
2830,2830,2024-04-02,42.35,active,
2831,2831,2025-11-05,50.44,cancelled,2025-12-05
2832,2832,2025-08-04,39.37,cancelled,2025-10-26
2833,2833,2024-08-07,49.21,active,
2834,2834,2025-02-02,39.25,active,
2835,2835,2024-10-10,47.23,active,
2836,2836,2025-02-01,44.91,active,
2837,2837,2025-12-06,25.49,active,
2838,2838,2025-10-19,47.1,active,
2839,2839,2024-06-06,50.34,active,
2840,2840,2025-12-11,33.44,active,
2841,2841,2024-11-16,48.31,cancelled,2024-12-25
2842,2842,2025-05-30,33.78,active,
2843,2843,2025-07-12,28.3,active,
2844,2844,2024-12-19,29.28,active,
2845,2845,2024-11-29,40.69,active,
2846,2846,2024-11-29,27.66,active,
2847,2847,2025-09-22,30.23,active,
2848,2848,2024-10-09,48.51,active,
2849,2849,2024-07-23,39.41,active,
2850,2850,2024-09-21,43.29,active,
2851,2851,2024-05-22,30.9,active,
2852,2852,2024-10-13,28.05,active,
2853,2853,2024-03-24,43.67,cancelled,2025-02-23
2854,2854,2024-03-06,34.95,active,
2855,2855,2025-06-13,36.74,active,
2856,2856,2024-02-26,47.16,active,
2857,2857,2025-02-19,30.78,cancelled,2025-03-22
2858,2858,2025-07-24,36.61,active,
2859,2859,2025-06-13,39.47,active,
2860,2860,2024-11-22,27.15,active,
2861,2861,2024-05-21,41.14,active,
2862,2862,2025-11-11,34.6,cancelled,2025-12-22
2863,2863,2025-09-02,29.65,active,
2864,2864,2025-03-23,36.39,active,
2865,2865,2024-03-04,38.13,active,
2866,2866,2024-01-26,43.98,active,
2867,2867,2024-08-18,50.25,active,
2868,2868,2024-04-25,44.91,active,
2869,2869,2025-09-20,35.42,active,
2870,2870,2024-05-30,49.66,cancelled,2024-08-03
2871,2871,2024-07-25,49.11,active,
2872,2872,2025-12-14,28.59,active,
2873,2873,2025-08-21,30.96,active,
2874,2874,2024-06-08,31.22,active,
2875,2875,2024-10-07,29.6,active,
2876,2876,2025-01-12,35.83,active,
2877,2877,2025-04-30,35.4,active,
2878,2878,2025-11-15,50.78,active,
2879,2879,2025-09-28,36.14,active,
2880,2880,2025-12-15,31.06,active,
2881,2881,2024-01-30,49.92,active,
2882,2882,2024-06-21,38.23,active,
2883,2883,2025-02-15,30.91,active,
2884,2884,2024-02-05,29.75,active,
2885,2885,2024-09-16,42.66,active,
2886,2886,2024-04-22,36.27,active,
2887,2887,2025-11-12,36.77,active,
2888,2888,2024-02-16,44.41,active,
2889,2889,2024-04-18,42.84,active,
2890,2890,2024-05-22,49.36,cancelled,2024-11-14
2891,2891,2024-04-18,43.29,cancelled,2024-06-07
2892,2892,2025-02-19,42.58,active,
2893,2893,2024-09-23,26.63,active,
2894,2894,2025-10-29,37.95,active,
2895,2895,2024-07-09,33.02,cancelled,2024-08-31
2896,2896,2025-01-27,38.31,active,
2897,2897,2025-04-27,37.67,active,
2898,2898,2025-04-02,40.97,active,
2899,2899,2025-08-05,34.24,active,
2900,2900,2024-05-27,37.97,active,
2901,2901,2025-01-05,32.3,active,
2902,2902,2025-08-08,51.14,active,
2903,2903,2025-09-22,35.99,active,
2904,2904,2025-03-27,42.39,active,
2905,2905,2025-04-21,44.82,cancelled,2025-08-02
2906,2906,2025-09-23,34.31,active,
2907,2907,2025-04-01,45.77,active,
2908,2908,2025-11-24,49.06,active,
2909,2909,2024-04-03,45.27,active,
2910,2910,2024-09-11,49.91,cancelled,2024-12-07
2911,2911,2024-03-23,35.04,cancelled,2024-05-24
2912,2912,2024-03-07,50.49,active,
2913,2913,2024-12-10,49.47,cancelled,2025-03-01
2914,2914,2024-06-14,43.55,active,
2915,2915,2024-10-24,47.88,active,
2916,2916,2024-11-16,44.29,cancelled,2025-03-19
2917,2917,2025-03-29,38.84,active,
2918,2918,2025-11-22,40.0,active,
2919,2919,2025-09-12,36.36,active,
2920,2920,2024-10-03,40.9,active,
2921,2921,2024-08-26,35.69,active,
2922,2922,2025-07-17,45.93,active,
2923,2923,2024-03-31,36.58,active,
2924,2924,2025-01-30,36.36,cancelled,2025-06-06
2925,2925,2024-11-05,28.9,active,
2926,2926,2024-05-13,31.81,active,
2927,2927,2025-03-26,45.64,active,
2928,2928,2024-08-22,36.0,active,
2929,2929,2024-05-15,25.93,active,
2930,2930,2025-04-22,34.53,active,
2931,2931,2024-05-07,37.68,active,
2932,2932,2025-05-06,29.97,active,
2933,2933,2024-04-28,34.47,active,
2934,2934,2024-11-13,43.27,cancelled,2025-04-23
2935,2935,2025-08-13,43.29,active,
2936,2936,2024-06-16,49.76,active,
2937,2937,2025-07-15,31.17,active,
2938,2938,2025-06-11,33.28,active,
2939,2939,2025-10-21,25.87,active,
2940,2940,2024-05-03,41.86,active,
2941,2941,2025-06-06,26.25,active,
2942,2942,2025-11-15,34.52,cancelled,2025-12-20
2943,2943,2025-07-11,39.15,active,
2944,2944,2024-05-17,33.08,active,
2945,2945,2025-08-23,37.32,cancelled,2025-10-02
2946,2946,2024-03-19,42.63,active,
2947,2947,2025-03-06,44.64,active,
2948,2948,2024-12-29,36.44,cancelled,2025-03-03
2949,2949,2025-01-23,34.83,active,
2950,2950,2025-01-14,38.89,cancelled,2025-02-26
2951,2951,2024-01-24,28.14,active,
2952,2952,2025-01-06,24.14,active,
2953,2953,2025-11-15,38.08,active,
2954,2954,2024-11-15,33.22,active,
2955,2955,2024-07-21,26.57,active,
2956,2956,2025-12-28,43.4,active,
2957,2957,2024-03-13,44.68,cancelled,2024-11-05
2958,2958,2024-12-21,30.33,active,
2959,2959,2025-01-09,41.34,cancelled,2025-03-19
2960,2960,2024-12-15,49.62,active,
2961,2961,2025-11-04,35.57,active,
2962,2962,2024-11-04,41.7,active,
2963,2963,2025-12-12,29.05,active,
2964,2964,2024-02-18,47.44,active,
2965,2965,2025-06-20,24.35,cancelled,2025-07-22
2966,2966,2025-03-09,31.7,active,
2967,2967,2024-06-24,50.55,active,
2968,2968,2024-06-15,42.58,active,
2969,2969,2025-06-10,28.92,active,
2970,2970,2025-04-11,47.34,active,
2971,2971,2025-03-22,50.09,active,
2972,2972,2024-02-07,37.37,cancelled,2024-10-06
2973,2973,2025-03-13,29.85,active,
2974,2974,2025-12-18,30.98,active,
2975,2975,2024-01-13,50.42,active,
2976,2976,2024-12-08,33.64,active,
2977,2977,2024-12-27,33.26,active,
2978,2978,2025-10-17,29.4,active,
2979,2979,2024-07-25,30.78,active,
2980,2980,2024-12-13,38.28,active,
2981,2981,2025-06-08,35.07,cancelled,2025-09-01
2982,2982,2024-02-14,28.17,active,
2983,2983,2025-08-08,30.43,active,
2984,2984,2025-08-24,22.8,active,
2985,2985,2025-06-10,27.39,active,
2986,2986,2025-04-18,29.18,active,
2987,2987,2025-06-30,45.29,active,
2988,2988,2025-07-25,25.92,cancelled,2025-08-27
2989,2989,2025-10-22,30.17,cancelled,2025-11-29
2990,2990,2024-11-08,41.06,active,
2991,2991,2024-11-29,44.77,cancelled,2025-09-26
2992,2992,2025-04-11,44.66,active,
2993,2993,2024-05-21,50.56,active,
2994,2994,2025-09-17,30.84,active,
2995,2995,2025-07-17,20.9,cancelled,2025-08-18
2996,2996,2025-04-06,25.1,cancelled,2025-05-15
2997,2997,2024-08-08,29.59,active,
2998,2998,2024-09-11,50.62,cancelled,2024-12-31
2999,2999,2024-11-13,37.32,active,
3000,3000,2025-04-29,46.1,active,
3001,3001,2025-07-22,50.74,active,
3002,3002,2025-05-06,49.19,active,
3003,3003,2025-11-10,36.72,active,
3004,3004,2025-12-03,46.33,active,
3005,3005,2025-05-30,37.89,active,
3006,3006,2024-09-28,30.6,active,
3007,3007,2025-03-13,37.12,active,
3008,3008,2024-11-06,46.61,active,
3009,3009,2025-04-04,47.03,active,
3010,3010,2025-08-16,35.67,active,
3011,3011,2024-09-26,44.38,cancelled,2024-11-05
3012,3012,2025-01-04,35.69,cancelled,2025-04-19
3013,3013,2024-02-03,44.62,active,
3014,3014,2025-06-22,33.59,active,
3015,3015,2024-12-24,29.68,active,
3016,3016,2024-12-02,31.99,active,
3017,3017,2025-01-24,46.67,active,
3018,3018,2024-06-06,50.0,cancelled,2024-08-20
3019,3019,2025-03-13,30.27,active,
3020,3020,2025-06-28,30.33,active,
3021,3021,2024-09-12,23.58,active,
3022,3022,2024-04-05,44.74,cancelled,2024-06-04
3023,3023,2024-10-09,40.15,active,
3024,3024,2024-05-25,38.56,cancelled,2024-08-12
3025,3025,2024-09-30,23.78,cancelled,2025-03-07
3026,3026,2025-04-03,27.18,active,
3027,3027,2024-03-23,50.93,active,
3028,3028,2025-06-30,38.4,active,
3029,3029,2024-06-13,33.83,active,
3030,3030,2025-10-16,29.85,active,
3031,3031,2025-06-19,30.55,active,
3032,3032,2024-07-18,27.73,active,
3033,3033,2025-02-15,29.76,active,
3034,3034,2024-03-21,42.85,active,
3035,3035,2024-03-13,33.05,active,
3036,3036,2025-11-29,36.04,active,
3037,3037,2025-08-09,39.63,cancelled,2025-09-26
3038,3038,2024-04-22,31.0,cancelled,2025-01-26
3039,3039,2024-07-25,38.24,cancelled,2024-10-03
3040,3040,2024-05-24,47.17,active,
3041,3041,2024-10-15,30.1,active,
3042,3042,2024-07-31,45.37,cancelled,2025-02-04
3043,3043,2024-08-27,34.9,active,
3044,3044,2025-01-21,29.9,active,
3045,3045,2024-05-18,29.23,active,
3046,3046,2025-10-07,41.86,active,
3047,3047,2025-06-15,35.81,active,
3048,3048,2025-07-09,46.29,cancelled,2025-10-17
3049,3049,2024-05-03,29.87,active,
3050,3050,2025-06-01,41.76,active,
3051,3051,2025-09-03,25.96,cancelled,2025-10-27
3052,3052,2024-05-08,33.72,active,
3053,3053,2025-07-03,40.87,active,
3054,3054,2024-09-18,31.08,cancelled,2025-01-24
3055,3055,2025-07-29,33.57,active,
3056,3056,2024-12-15,37.16,active,
3057,3057,2025-08-09,44.77,active,
3058,3058,2024-04-17,46.13,active,
3059,3059,2024-10-11,27.81,active,
3060,3060,2024-07-18,25.78,active,
3061,3061,2024-06-30,35.09,active,
3062,3062,2024-08-13,33.11,active,
3063,3063,2024-10-06,34.56,active,
3064,3064,2024-04-03,32.79,active,
3065,3065,2025-05-31,33.83,active,
3066,3066,2025-02-06,37.4,active,
3067,3067,2025-08-29,28.52,cancelled,2025-10-17
3068,3068,2025-05-30,32.3,cancelled,2025-07-15
3069,3069,2024-04-18,33.56,cancelled,2024-06-18
3070,3070,2024-02-21,30.48,active,
3071,3071,2024-11-05,43.35,active,
3072,3072,2024-12-17,34.14,cancelled,2025-05-04
3073,3073,2024-06-24,30.36,active,
3074,3074,2025-07-25,48.44,active,
3075,3075,2025-03-01,37.13,active,
3076,3076,2025-06-30,30.22,active,
3077,3077,2024-03-20,44.72,active,
3078,3078,2025-08-18,42.91,cancelled,2025-10-13
3079,3079,2024-05-30,51.58,cancelled,2024-11-08
3080,3080,2024-11-23,48.88,active,
3081,3081,2024-11-17,42.36,active,
3082,3082,2025-08-22,32.28,active,
3083,3083,2024-07-21,36.36,active,
3084,3084,2024-06-24,26.29,cancelled,2024-12-21
3085,3085,2024-09-05,41.63,active,
3086,3086,2024-09-20,46.44,active,
3087,3087,2024-05-12,25.02,cancelled,2024-07-05
3088,3088,2024-05-08,49.48,active,
3089,3089,2024-06-18,38.73,active,
3090,3090,2024-12-07,28.13,active,
3091,3091,2024-09-07,50.58,cancelled,2025-01-26
3092,3092,2024-10-13,40.14,active,
3093,3093,2025-06-09,35.89,active,
3094,3094,2024-06-25,40.26,active,
3095,3095,2025-10-27,29.97,active,
3096,3096,2025-07-03,29.19,active,
3097,3097,2024-05-07,44.42,active,
3098,3098,2024-08-17,49.09,active,
3099,3099,2024-05-14,46.65,cancelled,2024-09-01
3100,3100,2024-07-18,44.34,active,
3101,3101,2024-09-24,49.79,active,
3102,3102,2024-04-05,26.4,active,
3103,3103,2024-01-11,42.28,active,
3104,3104,2024-11-16,44.97,active,
3105,3105,2025-05-27,34.88,active,
3106,3106,2024-08-09,40.69,active,
3107,3107,2025-09-20,45.99,active,
3108,3108,2024-09-26,48.63,cancelled,2025-01-21
3109,3109,2025-10-20,48.38,active,
3110,3110,2024-06-21,37.19,active,
3111,3111,2025-01-29,46.32,cancelled,2025-04-12
3112,3112,2025-07-11,38.49,active,
3113,3113,2024-02-13,45.26,active,
3114,3114,2025-11-10,42.64,cancelled,2025-12-10
3115,3115,2024-09-23,48.69,active,
3116,3116,2024-12-29,50.45,active,
3117,3117,2025-04-04,32.19,cancelled,2025-05-26
3118,3118,2025-04-15,46.36,cancelled,2025-06-21
3119,3119,2024-01-18,42.99,active,
3120,3120,2025-09-25,31.65,active,
3121,3121,2025-03-31,23.99,active,
3122,3122,2025-12-31,46.15,active,
3123,3123,2024-12-10,31.75,active,
3124,3124,2025-03-24,31.41,active,
3125,3125,2024-11-18,39.98,cancelled,2025-01-25
3126,3126,2025-10-12,24.85,cancelled,2025-11-17
3127,3127,2025-08-31,35.3,active,
3128,3128,2025-10-26,47.62,active,
3129,3129,2025-01-03,26.4,cancelled,2025-09-12
3130,3130,2025-08-01,37.13,active,
3131,3131,2024-09-19,31.13,active,
3132,3132,2024-12-02,48.88,active,
3133,3133,2025-07-09,34.28,active,
3134,3134,2024-02-29,46.72,active,
3135,3135,2025-06-03,44.88,active,
3136,3136,2024-01-12,49.69,active,
3137,3137,2025-02-28,37.55,active,
3138,3138,2024-12-14,35.64,active,
3139,3139,2024-12-08,24.6,active,
3140,3140,2024-12-27,39.14,active,
3141,3141,2024-12-25,38.86,cancelled,2025-03-21
3142,3142,2024-10-24,40.91,active,
3143,3143,2024-11-25,32.34,active,
3144,3144,2025-02-19,39.85,cancelled,2025-07-26
3145,3145,2025-07-12,33.66,active,
3146,3146,2025-02-07,39.06,active,
3147,3147,2025-04-14,43.99,active,
3148,3148,2025-09-03,37.68,active,
3149,3149,2025-12-24,40.17,active,
3150,3150,2024-03-20,35.91,active,
3151,3151,2025-06-05,46.66,active,
3152,3152,2024-06-13,46.21,active,
3153,3153,2024-05-23,34.09,active,
3154,3154,2025-08-02,32.46,cancelled,2025-09-13
3155,3155,2024-02-20,44.27,active,
3156,3156,2025-09-11,48.38,active,
