customer_id,signup_date,region,age_group,acquisition_channel,contract_length_months
2479,2024-02-26,Madrid,55+,Partner,36
2480,2024-04-08,Madrid,35-44,Web,36
2481,2025-04-21,Barcelona,18-24,Web,36
2482,2025-09-20,Madrid,45-54,Phone,24
2483,2024-05-11,Canarias,55+,Partner,24
2484,2024-08-22,Andalucía,45-54,Phone,24
2485,2024-09-08,Andalucía,55+,Partner,24
2486,2024-09-20,Canarias,55+,Phone,24
2487,2024-06-27,Galicia,55+,In-store,36
2488,2024-02-10,País Vasco,25-34,Partner,24
2489,2025-01-18,Barcelona,35-44,Phone,36
2490,2024-09-18,Barcelona,55+,Phone,24
2491,2024-09-07,Barcelona,55+,Phone,24
2492,2024-07-12,Barcelona,25-34,Web,36
2493,2025-11-10,Barcelona,25-34,Partner,36
2494,2025-03-22,Madrid,25-34,Web,24
2495,2024-11-02,Barcelona,45-54,In-store,24
2496,2024-05-30,Valencia,55+,In-store,24
2497,2025-08-08,Barcelona,35-44,Phone,24
2498,2025-10-11,Madrid,25-34,In-store,24
2499,2024-01-24,Barcelona,25-34,Partner,24
2500,2025-11-10,Valencia,55+,Web,24
2501,2025-05-26,País Vasco,25-34,In-store,24
2502,2024-03-13,Andalucía,25-34,Referral,36
2503,2025-07-04,Madrid,25-34,Web,36
2504,2024-03-19,Madrid,45-54,Web,24
2505,2024-02-07,Barcelona,35-44,Phone,24
2506,2024-03-25,Madrid,25-34,Phone,24
2507,2024-12-02,Barcelona,25-34,Partner,36
2508,2025-03-28,Canarias,55+,Phone,36
2509,2024-10-24,Madrid,35-44,In-store,36
2510,2024-03-30,Barcelona,35-44,Web,24
2511,2024-05-25,País Vasco,25-34,Phone,24
2512,2025-09-15,Valencia,25-34,In-store,24
2513,2025-12-04,Madrid,45-54,Web,24
2514,2025-07-05,Madrid,45-54,Phone,36
2515,2024-03-16,Canarias,35-44,Web,24
2516,2025-08-22,Madrid,55+,Web,24
2517,2025-05-20,Andalucía,35-44,Phone,24
2518,2025-01-19,País Vasco,55+,Phone,24
2519,2024-04-14,Barcelona,18-24,Partner,24
2520,2025-12-29,País Vasco,25-34,Partner,24
2521,2024-11-19,Madrid,55+,In-store,36
2522,2024-02-02,Barcelona,55+,In-store,36
2523,2024-06-02,Barcelona,45-54,Web,36
2524,2024-10-20,Canarias,45-54,Web,36
2525,2024-02-15,Barcelona,45-54,In-store,36
2526,2024-08-24,Madrid,45-54,Web,24
2527,2024-12-08,Canarias,25-34,Web,24
2528,2025-11-24,Madrid,35-44,Web,24
2529,2024-03-04,Galicia,45-54,Partner,24
2530,2025-02-25,Andalucía,35-44,Web,24
2531,2025-10-31,Andalucía,55+,Web,24
2532,2025-08-12,País Vasco,35-44,Phone,36
2533,2025-11-07,País Vasco,25-34,In-store,24
2534,2024-05-04,Madrid,25-34,Web,24
2535,2025-08-08,Canarias,55+,Partner,24
2536,2025-12-16,Canarias,18-24,Phone,24
2537,2024-08-26,Galicia,55+,Phone,36
2538,2024-12-30,Andalucía,18-24,Web,24
2539,2025-01-23,Andalucía,35-44,Web,36
2540,2024-12-26,Andalucía,45-54,Web,36
2541,2024-07-30,Madrid,35-44,In-store,24
2542,2025-12-10,Valencia,55+,Web,24
2543,2025-11-30,Andalucía,25-34,Referral,24
2544,2024-10-05,Andalucía,35-44,Web,24
2545,2025-08-11,Barcelona,35-44,Web,24
2546,2024-10-17,Valencia,55+,Partner,36
2547,2025-08-04,Andalucía,25-34,In-store,24
2548,2025-03-03,Valencia,25-34,Web,36
2549,2024-12-09,Canarias,45-54,Web,24
2550,2024-04-03,Andalucía,55+,Partner,36
2551,2025-04-23,Madrid,55+,Web,24
2552,2024-08-22,Madrid,55+,Partner,24
2553,2024-06-07,Andalucía,35-44,In-store,24
2554,2024-05-21,Valencia,35-44,Web,24
2555,2025-12-18,Galicia,55+,In-store,36
2556,2024-03-16,Madrid,55+,Web,24
2557,2025-08-06,Madrid,45-54,In-store,24
2558,2025-09-25,Barcelona,45-54,Referral,24
2559,2024-01-23,País Vasco,55+,Partner,24
2560,2025-03-06,Canarias,25-34,Referral,24
2561,2025-02-26,Galicia,25-34,In-store,24
2562,2024-09-19,Valencia,55+,Web,24
2563,2025-05-02,País Vasco,35-44,Web,24
2564,2024-10-25,Madrid,25-34,Web,24
2565,2024-11-17,Andalucía,35-44,Phone,36
2566,2024-11-11,Canarias,45-54,Partner,24
2567,2025-08-08,Barcelona,55+,Phone,36
2568,2025-04-07,Canarias,45-54,Partner,24
2569,2024-10-04,Barcelona,18-24,Phone,24
2570,2025-11-08,Madrid,35-44,Web,24
2571,2025-08-09,Andalucía,18-24,Web,24
2572,2025-11-12,Galicia,55+,Referral,24
2573,2025-06-17,Barcelona,25-34,Web,24
2574,2024-10-13,País Vasco,45-54,Web,24
2575,2025-07-19,Madrid,35-44,Web,36
2576,2024-08-28,País Vasco,45-54,Referral,24
2577,2024-07-17,Andalucía,35-44,Web,24
2578,2024-11-25,Madrid,45-54,Partner,24
2579,2025-12-09,Andalucía,45-54,Web,24
2580,2025-02-19,Andalucía,25-34,Web,36
2581,2024-10-07,Valencia,35-44,Partner,24
2582,2024-12-03,Barcelona,35-44,Partner,24
2583,2024-07-31,Madrid,25-34,Partner,24
2584,2025-04-26,Canarias,45-54,Web,24
2585,2024-09-13,Andalucía,25-34,Referral,36
2586,2025-02-09,País Vasco,55+,Phone,24
2587,2024-09-27,Andalucía,25-34,Referral,36
2588,2024-08-22,Galicia,45-54,Web,24
2589,2025-12-10,Madrid,25-34,Phone,36
2590,2024-09-09,Valencia,35-44,Web,24
2591,2024-02-21,Andalucía,25-34,In-store,24
2592,2024-10-03,Madrid,45-54,In-store,36
2593,2025-01-23,Madrid,25-34,Phone,24
2594,2024-03-10,Andalucía,45-54,Web,24
2595,2024-08-11,Galicia,35-44,Web,36
2596,2024-05-01,Andalucía,55+,Web,24
2597,2024-12-31,Madrid,45-54,In-store,36
2598,2025-06-12,Canarias,35-44,Web,36
2599,2025-12-08,Madrid,55+,Web,36
2600,2024-10-11,Barcelona,25-34,Web,36
2601,2025-09-23,Canarias,45-54,Web,24
2602,2024-06-05,País Vasco,35-44,Referral,24
2603,2025-07-24,Canarias,45-54,Web,24
2604,2025-02-15,País Vasco,18-24,Referral,24
2605,2025-07-08,Andalucía,35-44,Partner,36
2606,2025-07-06,Barcelona,45-54,Phone,24
2607,2025-01-24,Barcelona,35-44,Phone,24
2608,2024-07-07,Canarias,25-34,Partner,24
2609,2025-01-19,Galicia,35-44,Partner,24
2610,2025-08-27,Barcelona,55+,Web,36
2611,2025-12-10,Barcelona,25-34,Referral,24
2612,2025-11-09,Barcelona,35-44,Web,24
2613,2024-05-12,Barcelona,55+,Web,36
2614,2025-03-12,Galicia,55+,Phone,36
2615,2024-03-17,Madrid,18-24,Partner,24
2616,2025-05-04,Valencia,35-44,Web,36
2617,2025-12-26,Canarias,18-24,Web,24
2618,2024-02-08,Andalucía,55+,Web,36
2619,2025-04-24,Valencia,35-44,Phone,24
2620,2025-11-22,Barcelona,35-44,Web,24
2621,2025-09-11,Madrid,25-34,In-store,36
2622,2024-10-13,Barcelona,35-44,Web,24
2623,2024-03-16,Madrid,25-34,Referral,24
2624,2025-11-06,Madrid,45-54,Partner,24
2625,2025-11-04,Madrid,35-44,In-store,24
2626,2025-02-27,Barcelona,35-44,Referral,24
2627,2025-12-16,Madrid,55+,Web,24
2628,2024-01-04,Canarias,25-34,Phone,24
2629,2025-03-26,Madrid,25-34,Web,36
2630,2024-01-29,Barcelona,35-44,Web,36
2631,2025-11-14,Galicia,45-54,Web,24
2632,2025-05-12,Madrid,18-24,Partner,24
2633,2025-10-29,Valencia,45-54,In-store,24
2634,2025-02-15,Galicia,35-44,Web,24
2635,2024-03-01,Andalucía,35-44,In-store,36
2636,2024-01-20,Barcelona,35-44,Web,24
2637,2024-09-02,País Vasco,18-24,Web,24
2638,2025-06-27,Andalucía,25-34,Web,24
2639,2024-04-20,Barcelona,45-54,Phone,24
2640,2025-09-14,Madrid,35-44,Phone,36
2641,2024-06-24,Madrid,35-44,Web,36
2642,2024-12-28,Galicia,55+,Web,24
2643,2024-05-28,Barcelona,18-24,Phone,24
2644,2024-12-06,Madrid,35-44,In-store,36
2645,2024-11-26,Valencia,35-44,Web,24
2646,2024-01-05,Canarias,25-34,Partner,36
2647,2025-02-19,Madrid,55+,Partner,36
2648,2025-07-29,Madrid,55+,Phone,24
2649,2025-11-15,Valencia,25-34,Web,36
2650,2024-08-29,Andalucía,55+,Referral,24
2651,2025-10-05,Valencia,18-24,Phone,36
2652,2025-10-04,Galicia,55+,Phone,24
2653,2025-12-23,Madrid,55+,In-store,24
2654,2024-09-29,Barcelona,25-34,In-store,24
2655,2025-09-14,Barcelona,35-44,Partner,24
2656,2025-02-17,Barcelona,45-54,In-store,24
2657,2024-02-12,Valencia,25-34,Web,24
2658,2024-07-16,País Vasco,25-34,In-store,24
2659,2025-05-06,Barcelona,45-54,Web,24
2660,2024-04-27,País Vasco,25-34,In-store,24
2661,2024-11-13,Madrid,25-34,Web,36
2662,2025-07-20,Andalucía,25-34,Web,36
2663,2024-04-19,Barcelona,45-54,Phone,24
2664,2024-12-29,Andalucía,35-44,In-store,24
2665,2024-06-06,Madrid,35-44,Phone,36
2666,2025-01-27,Canarias,25-34,In-store,36
2667,2024-06-24,Galicia,25-34,Web,24
2668,2025-12-06,Galicia,45-54,Web,36
2669,2024-02-26,Galicia,25-34,Phone,24
2670,2025-12-05,Madrid,45-54,Phone,24
2671,2025-08-01,Valencia,35-44,Partner,36
2672,2025-09-17,Barcelona,45-54,Referral,36
2673,2025-09-14,Galicia,35-44,Partner,36
2674,2024-05-17,Madrid,55+,Phone,24
2675,2025-11-11,Barcelona,18-24,Phone,24
2676,2025-03-10,Andalucía,55+,Referral,24
2677,2025-12-04,Madrid,25-34,Partner,24
2678,2025-10-03,País Vasco,18-24,In-store,24
2679,2025-02-27,Barcelona,35-44,Web,24
2680,2024-09-30,Andalucía,25-34,In-store,24
2681,2024-03-26,Galicia,35-44,Web,36
2682,2024-03-14,Andalucía,45-54,In-store,24
2683,2024-10-11,Barcelona,45-54,In-store,24
2684,2025-08-15,Madrid,35-44,Referral,36
2685,2025-01-04,Madrid,55+,Web,24
2686,2024-12-18,Madrid,35-44,In-store,36
2687,2024-06-27,Andalucía,18-24,Web,24
2688,2025-02-16,Barcelona,45-54,Phone,24
2689,2025-04-11,Barcelona,25-34,Partner,36
2690,2025-12-18,Barcelona,25-34,Phone,24
2691,2025-06-17,Canarias,18-24,Web,24
2692,2025-03-19,Madrid,25-34,Partner,36
2693,2025-10-27,Barcelona,25-34,Partner,24
2694,2024-11-06,Valencia,25-34,Phone,36
2695,2025-11-14,Madrid,35-44,Phone,36
2696,2024-09-27,Canarias,45-54,Partner,36
2697,2024-04-03,Madrid,55+,Phone,24
2698,2024-11-01,Andalucía,25-34,Web,24
2699,2024-04-04,Andalucía,25-34,Phone,36
2700,2024-03-27,País Vasco,35-44,Partner,24
2701,2025-10-06,Andalucía,25-34,Web,24
2702,2025-08-03,País Vasco,35-44,Web,24
2703,2024-06-10,Valencia,45-54,Referral,24
2704,2025-09-04,Valencia,45-54,In-store,24
2705,2024-02-20,Andalucía,25-34,Partner,24
2706,2024-07-26,Andalucía,45-54,In-store,24
2707,2025-05-31,Valencia,45-54,Referral,24
2708,2024-08-10,Madrid,55+,Phone,36
2709,2025-06-17,Barcelona,25-34,Web,24
2710,2025-10-01,Barcelona,45-54,Partner,24
2711,2024-02-18,Madrid,45-54,Referral,24
2712,2024-01-18,Valencia,25-34,Partner,24
2713,2025-11-18,Madrid,45-54,Web,36
2714,2025-01-15,Andalucía,45-54,Referral,36
2715,2025-01-05,Andalucía,25-34,In-store,24
2716,2024-12-04,Andalucía,35-44,Phone,24
2717,2024-11-12,Andalucía,35-44,Referral,24
2718,2025-05-19,Madrid,45-54,Partner,24
2719,2025-02-27,Madrid,18-24,In-store,24
2720,2024-04-29,Andalucía,35-44,Referral,24
2721,2025-04-03,País Vasco,25-34,Web,24
2722,2025-05-03,Andalucía,45-54,In-store,24
2723,2024-03-24,Andalucía,45-54,Phone,24
2724,2024-10-02,Andalucía,35-44,In-store,24
2725,2025-07-31,País Vasco,35-44,In-store,24
2726,2025-03-28,País Vasco,25-34,In-store,24
2727,2024-04-09,País Vasco,25-34,In-store,24
2728,2024-01-30,Madrid,45-54,In-store,24
2729,2025-02-28,Madrid,25-34,Web,24
2730,2024-12-03,Barcelona,45-54,Phone,24
2731,2025-12-03,Andalucía,45-54,Web,36
2732,2025-01-16,País Vasco,55+,In-store,36
2733,2025-11-11,Barcelona,25-34,Partner,24
2734,2024-06-05,Barcelona,35-44,Partner,24
2735,2024-11-23,País Vasco,18-24,Web,36
2736,2024-04-12,Barcelona,55+,Partner,36
2737,2025-02-23,Galicia,45-54,Phone,24
2738,2024-05-17,Madrid,45-54,Referral,24
2739,2024-12-25,Barcelona,45-54,In-store,24
2740,2024-09-08,Valencia,25-34,Phone,24
2741,2024-05-15,Barcelona,35-44,In-store,24
2742,2024-03-11,Madrid,45-54,Web,24
2743,2025-01-09,Barcelona,25-34,Web,24
2744,2025-11-23,Barcelona,55+,Partner,24
2745,2024-05-25,Barcelona,55+,Partner,24
2746,2024-10-23,País Vasco,55+,Web,36
2747,2024-06-13,Madrid,45-54,Web,24
2748,2025-08-14,Barcelona,25-34,Phone,24
2749,2024-10-30,Madrid,35-44,Web,24
2750,2025-12-13,Canarias,25-34,Phone,36
2751,2024-06-28,País Vasco,45-54,Phone,24
2752,2024-02-29,Canarias,25-34,Referral,24
2753,2025-03-01,Galicia,55+,Web,24
2754,2025-04-21,Barcelona,25-34,Web,36
2755,2025-12-25,Andalucía,25-34,Web,36
2756,2025-09-29,Barcelona,18-24,Web,36
2757,2025-10-08,Galicia,45-54,In-store,24
2758,2025-04-08,Valencia,25-34,Phone,24
2759,2024-09-20,Barcelona,25-34,Web,24
2760,2024-11-09,Galicia,25-34,Referral,24
2761,2024-04-07,Galicia,25-34,In-store,36
2762,2024-11-11,Canarias,55+,Web,24
2763,2024-09-23,Madrid,35-44,Web,24
2764,2024-01-27,Barcelona,25-34,In-store,36
2765,2024-05-29,Barcelona,25-34,Partner,24
2766,2025-01-25,Valencia,18-24,Referral,24
2767,2024-09-26,Valencia,35-44,Web,24
2768,2025-12-27,Barcelona,25-34,In-store,36
2769,2024-12-15,País Vasco,18-24,Web,36
2770,2025-12-01,Barcelona,25-34,Web,24
2771,2025-04-27,Andalucía,25-34,In-store,36
2772,2024-01-30,Galicia,45-54,Partner,36
2773,2024-05-28,Andalucía,18-24,Web,36
2774,2025-05-30,Barcelona,45-54,Web,36
2775,2025-02-02,Madrid,45-54,In-store,24
2776,2024-08-08,Madrid,55+,Web,36
2777,2025-01-16,País Vasco,25-34,Web,24
2778,2025-10-22,Valencia,45-54,Web,36
2779,2024-10-11,Madrid,55+,Web,24
2780,2024-02-02,Canarias,55+,In-store,36
2781,2024-08-15,Andalucía,45-54,Web,36
2782,2025-11-15,Galicia,25-34,Phone,24
2783,2025-07-10,Valencia,55+,Partner,36
2784,2025-09-04,Canarias,45-54,Web,24
2785,2025-10-28,Madrid,25-34,Partner,24
2786,2024-03-26,Madrid,25-34,Web,24
2787,2024-07-25,Galicia,55+,In-store,36
2788,2024-02-13,Galicia,25-34,In-store,24
2789,2024-01-04,Valencia,45-54,In-store,24
2790,2025-09-02,Madrid,35-44,Phone,24
2791,2025-11-15,Barcelona,45-54,In-store,24
2792,2024-04-23,País Vasco,25-34,Partner,24
2793,2025-06-11,Galicia,45-54,Web,36
2794,2025-01-26,Barcelona,35-44,Web,36
2795,2024-02-20,Madrid,55+,Web,36
2796,2025-10-31,Andalucía,25-34,Web,24
2797,2025-09-28,País Vasco,25-34,Web,36
2798,2025-02-18,Valencia,25-34,Referral,24
2799,2025-06-01,Andalucía,18-24,Referral,24
2800,2024-10-17,Canarias,55+,Web,24
2801,2025-08-02,Barcelona,25-34,Referral,24
2802,2024-11-21,Andalucía,25-34,Partner,24
2803,2025-12-24,Andalucía,45-54,Phone,36
2804,2024-02-16,Andalucía,25-34,Referral,24
2805,2024-05-05,Galicia,25-34,Partner,24
2806,2025-12-09,Andalucía,45-54,Phone,36
2807,2024-07-30,Valencia,35-44,Web,36
2808,2024-08-15,Madrid,55+,Web,24
2809,2025-08-01,Andalucía,45-54,Referral,24
2810,2024-05-18,Madrid,25-34,Web,24
2811,2025-01-10,Madrid,35-44,Web,24
2812,2024-07-28,Valencia,55+,Web,24
2813,2024-05-24,Andalucía,35-44,Phone,24
2814,2025-12-05,Canarias,45-54,Phone,36
2815,2024-05-26,Andalucía,35-44,Referral,24
2816,2024-03-09,Galicia,35-44,Phone,24
2817,2025-05-07,Barcelona,45-54,In-store,24
2818,2025-09-25,Valencia,18-24,Phone,36
2819,2024-04-03,Canarias,35-44,Phone,24
2820,2025-06-01,Valencia,25-34,Web,24
2821,2025-01-30,País Vasco,45-54,Web,24
2822,2025-08-29,Andalucía,35-44,In-store,36
2823,2024-04-02,Barcelona,25-34,In-store,36
2824,2025-12-14,Andalucía,18-24,Phone,24
2825,2025-03-28,Barcelona,55+,Referral,24
2826,2025-09-07,Madrid,25-34,In-store,24
2827,2024-09-21,Barcelona,25-34,Web,24
2828,2025-11-20,Madrid,25-34,Partner,36
2829,2025-04-02,Barcelona,35-44,In-store,24
2830,2024-04-02,Galicia,25-34,In-store,24
2831,2025-11-05,Barcelona,55+,Web,36
2832,2025-08-04,Galicia,45-54,Web,36
2833,2024-08-07,Andalucía,18-24,Phone,24
2834,2025-02-02,Madrid,35-44,Web,24
2835,2024-10-10,Madrid,25-34,Web,24
2836,2025-02-01,Canarias,18-24,Partner,36
2837,2025-12-06,Andalucía,35-44,Phone,36
2838,2025-10-19,Canarias,25-34,Web,36
2839,2024-06-06,Barcelona,55+,Phone,36
2840,2025-12-11,Andalucía,35-44,Web,24
2841,2024-11-16,País Vasco,25-34,Phone,24
2842,2025-05-30,Canarias,55+,In-store,24
2843,2025-07-12,Madrid,35-44,In-store,36
2844,2024-12-19,Canarias,25-34,Web,24
2845,2024-11-29,Barcelona,35-44,In-store,24
2846,2024-11-29,Galicia,55+,In-store,24
2847,2025-09-22,Andalucía,35-44,Partner,36
2848,2024-10-09,Andalucía,35-44,Referral,36
2849,2024-07-23,Barcelona,35-44,Web,36
2850,2024-09-21,Galicia,25-34,Web,24
2851,2024-05-22,Barcelona,25-34,In-store,36
2852,2024-10-13,Valencia,35-44,Phone,36
2853,2024-03-24,Andalucía,55+,Web,36
2854,2024-03-06,País Vasco,45-54,Web,36
2855,2025-06-13,Valencia,25-34,Web,36
2856,2024-02-26,Andalucía,35-44,Web,36
2857,2025-02-19,Valencia,18-24,Web,24
2858,2025-07-24,Andalucía,25-34,Referral,24
2859,2025-06-13,Andalucía,45-54,Web,24
2860,2024-11-22,Andalucía,25-34,In-store,36
2861,2024-05-21,Galicia,55+,Web,36
2862,2025-11-11,Andalucía,35-44,Web,24
2863,2025-09-02,Madrid,45-54,Referral,24
2864,2025-03-23,Andalucía,55+,Web,36
2865,2024-03-04,Madrid,45-54,Web,36
2866,2024-01-26,Barcelona,55+,In-store,36
2867,2024-08-18,País Vasco,45-54,Web,24
2868,2024-04-25,Valencia,35-44,Web,36
2869,2025-09-20,Valencia,25-34,Referral,36
2870,2024-05-30,Canarias,25-34,Phone,24
2871,2024-07-25,Barcelona,55+,Partner,24
2872,2025-12-14,Madrid,18-24,Web,36
2873,2025-08-21,Madrid,55+,Web,24
2874,2024-06-08,Barcelona,25-34,Phone,24
2875,2024-10-07,País Vasco,45-54,Partner,36
2876,2025-01-12,País Vasco,25-34,Web,36
2877,2025-04-30,Andalucía,55+,In-store,24
2878,2025-11-15,Barcelona,18-24,In-store,36
2879,2025-09-28,Andalucía,25-34,Phone,24
2880,2025-12-15,Madrid,55+,Phone,36
2881,2024-01-30,Andalucía,25-34,Partner,24
2882,2024-06-21,Andalucía,25-34,Partner,36
2883,2025-02-15,Madrid,55+,Web,36
2884,2024-02-05,País Vasco,55+,In-store,24
2885,2024-09-16,País Vasco,25-34,Phone,24
2886,2024-04-22,Barcelona,35-44,Referral,36
2887,2025-11-12,Andalucía,25-34,Referral,24
2888,2024-02-16,Andalucía,25-34,Web,24
2889,2024-04-18,Madrid,35-44,Phone,24
2890,2024-05-22,Madrid,25-34,Phone,36
2891,2024-04-18,Andalucía,35-44,Phone,24
2892,2025-02-19,Canarias,25-34,In-store,24
2893,2024-09-23,Andalucía,55+,Web,36
2894,2025-10-29,Andalucía,35-44,Partner,24
2895,2024-07-09,Andalucía,25-34,Referral,24
2896,2025-01-27,Valencia,55+,Referral,24
2897,2025-04-27,Madrid,55+,Web,24
2898,2025-04-02,Barcelona,25-34,Referral,24
2899,2025-08-05,Galicia,55+,Web,36
2900,2024-05-27,País Vasco,25-34,Phone,24
2901,2025-01-05,Canarias,25-34,Web,36
2902,2025-08-08,Madrid,35-44,Partner,24
2903,2025-09-22,Valencia,25-34,Web,24
2904,2025-03-27,Andalucía,45-54,Web,24
2905,2025-04-21,Madrid,35-44,Web,24
2906,2025-09-23,Madrid,55+,Referral,36
2907,2025-04-01,País Vasco,25-34,Phone,24
2908,2025-11-24,Andalucía,25-34,Partner,24
2909,2024-04-03,Andalucía,25-34,Partner,24
2910,2024-09-11,Barcelona,25-34,Phone,36
2911,2024-03-23,Valencia,55+,Web,24
2912,2024-03-07,Madrid,45-54,Web,36
2913,2024-12-10,Madrid,45-54,Phone,24
2914,2024-06-14,Valencia,45-54,Referral,24
2915,2024-10-24,Barcelona,25-34,Web,36
2916,2024-11-16,Canarias,25-34,Partner,24
2917,2025-03-29,Valencia,35-44,In-store,24
2918,2025-11-22,Madrid,55+,Referral,36
2919,2025-09-12,Madrid,25-34,Web,24
2920,2024-10-03,País Vasco,18-24,Referral,24
2921,2024-08-26,Madrid,45-54,Partner,24
2922,2025-07-17,Madrid,25-34,Phone,24
2923,2024-03-31,Valencia,35-44,In-store,36
2924,2025-01-30,Barcelona,18-24,Web,24
2925,2024-11-05,Andalucía,35-44,In-store,36
2926,2024-05-13,Valencia,35-44,Partner,36
2927,2025-03-26,Madrid,55+,In-store,36
2928,2024-08-22,País Vasco,45-54,In-store,36
2929,2024-05-15,Valencia,18-24,Partner,36
2930,2025-04-22,Andalucía,45-54,Web,24
2931,2024-05-07,Madrid,45-54,Web,24
2932,2025-05-06,Andalucía,45-54,In-store,24
2933,2024-04-28,Barcelona,55+,Partner,36
2934,2024-11-13,Valencia,45-54,In-store,24
2935,2025-08-13,Barcelona,25-34,Phone,36
2936,2024-06-16,Canarias,35-44,Phone,24
2937,2025-07-15,Barcelona,25-34,In-store,36
2938,2025-06-11,Galicia,35-44,In-store,24
2939,2025-10-21,Galicia,55+,Web,36
2940,2024-05-03,Valencia,35-44,Web,24
2941,2025-06-06,Barcelona,25-34,In-store,24
2942,2025-11-15,Barcelona,55+,In-store,36
2943,2025-07-11,Canarias,45-54,Phone,36
2944,2024-05-17,Andalucía,25-34,Phone,36
2945,2025-08-23,Andalucía,55+,Web,36
2946,2024-03-19,Madrid,25-34,Phone,24
2947,2025-03-06,Galicia,35-44,Web,36
2948,2024-12-29,Madrid,35-44,Web,24
2949,2025-01-23,Madrid,55+,In-store,24
2950,2025-01-14,Barcelona,25-34,Web,24
2951,2024-01-24,Valencia,25-34,In-store,24
2952,2025-01-06,Galicia,45-54,Phone,24
2953,2025-11-15,País Vasco,55+,Web,36
2954,2024-11-15,Madrid,25-34,Web,24
2955,2024-07-21,Barcelona,25-34,Web,36
2956,2025-12-28,País Vasco,55+,Partner,24
2957,2024-03-13,Andalucía,45-54,Referral,24
2958,2024-12-21,Madrid,25-34,In-store,36
2959,2025-01-09,Barcelona,25-34,In-store,24
2960,2024-12-15,Andalucía,35-44,In-store,24
2961,2025-11-04,Canarias,45-54,In-store,36
2962,2024-11-04,Andalucía,35-44,Phone,24
2963,2025-12-12,Madrid,45-54,Partner,24
2964,2024-02-18,Andalucía,18-24,Phone,36
2965,2025-06-20,Barcelona,45-54,Web,24
2966,2025-03-09,Galicia,18-24,Partner,36
2967,2024-06-24,Barcelona,55+,Partner,36
2968,2024-06-15,Madrid,18-24,Web,24
2969,2025-06-10,Valencia,25-34,Referral,24
2970,2025-04-11,Barcelona,25-34,Web,24
2971,2025-03-22,Barcelona,25-34,Partner,36
2972,2024-02-07,Andalucía,35-44,Referral,24
2973,2025-03-13,País Vasco,45-54,Web,36
2974,2025-12-18,Galicia,55+,Referral,24
2975,2024-01-13,Barcelona,35-44,In-store,36
2976,2024-12-08,Madrid,35-44,In-store,24
2977,2024-12-27,Valencia,25-34,Referral,24
2978,2025-10-17,Valencia,45-54,Partner,24
2979,2024-07-25,Madrid,25-34,Phone,24
2980,2024-12-13,Galicia,25-34,Partner,36
2981,2025-06-08,Canarias,25-34,Phone,24
2982,2024-02-14,Madrid,25-34,Web,24
2983,2025-08-08,País Vasco,35-44,Web,24
2984,2025-08-24,Andalucía,25-34,Web,24
2985,2025-06-10,Barcelona,25-34,In-store,36
2986,2025-04-18,Andalucía,55+,Referral,36
2987,2025-06-30,Madrid,25-34,Referral,36
2988,2025-07-25,Madrid,35-44,Web,24
2989,2025-10-22,Canarias,25-34,Phone,24
2990,2024-11-08,Andalucía,55+,Phone,36
2991,2024-11-29,Barcelona,45-54,Web,24
2992,2025-04-11,Valencia,18-24,Phone,36
2993,2024-05-21,Canarias,55+,Web,24
2994,2025-09-17,Valencia,35-44,Referral,24
2995,2025-07-17,Galicia,25-34,Web,36
2996,2025-04-06,Galicia,45-54,In-store,24
2997,2024-08-08,Barcelona,45-54,In-store,36
2998,2024-09-11,Andalucía,25-34,Partner,24
2999,2024-11-13,Andalucía,25-34,Web,24
3000,2025-04-29,País Vasco,25-34,Web,24
3001,2025-07-22,Barcelona,35-44,Referral,24
3002,2025-05-06,Madrid,55+,Web,24
3003,2025-11-10,Madrid,35-44,Web,24
3004,2025-12-03,Andalucía,55+,Referral,36
3005,2025-05-30,País Vasco,25-34,In-store,36
3006,2024-09-28,País Vasco,45-54,In-store,24
3007,2025-03-13,Andalucía,55+,Web,24
3008,2024-11-06,Madrid,45-54,Phone,24
3009,2025-04-04,Madrid,25-34,In-store,36
3010,2025-08-16,País Vasco,25-34,Web,24
3011,2024-09-26,Andalucía,25-34,Web,24
3012,2025-01-04,País Vasco,35-44,Web,24
3013,2024-02-03,Madrid,55+,Partner,24
3014,2025-06-22,Valencia,35-44,Web,24
3015,2024-12-24,Galicia,25-34,In-store,24
3016,2024-12-02,Madrid,25-34,Web,36
3017,2025-01-24,Madrid,35-44,Web,24
3018,2024-06-06,Andalucía,35-44,Referral,24
3019,2025-03-13,Andalucía,25-34,Referral,24
3020,2025-06-28,Canarias,45-54,Partner,24
3021,2024-09-12,Galicia,25-34,Referral,24
3022,2024-04-05,País Vasco,45-54,Web,24
3023,2024-10-09,Madrid,35-44,Phone,24
3024,2024-05-25,Valencia,25-34,Web,36
3025,2024-09-30,Galicia,45-54,Phone,24
3026,2025-04-03,Valencia,45-54,In-store,36
3027,2024-03-23,Canarias,35-44,In-store,24
3028,2025-06-30,Andalucía,45-54,Web,24
3029,2024-06-13,Madrid,35-44,Phone,36
3030,2025-10-16,Valencia,25-34,Referral,36
3031,2025-06-19,Andalucía,55+,Phone,24
3032,2024-07-18,Madrid,55+,Web,36
3033,2025-02-15,Barcelona,25-34,Phone,24
3034,2024-03-21,Andalucía,55+,Web,24
3035,2024-03-13,Madrid,45-54,Phone,36
3036,2025-11-29,Barcelona,25-34,Phone,36
3037,2025-08-09,Andalucía,35-44,Phone,24
3038,2024-04-22,País Vasco,18-24,Phone,24
